!SIL	sil
0	l iŋ_2
不法	b uu_4 f a_3
不法之徒	b uu_4 f a_3 zh iii_1 t uu_2
不法分子	b uu_4 f a_3 f ən_1 z iii_3
不法分子	b uu_4 f a_3 f ən_4 z iii_3
不法常可	b uu_4 f a_3 ch aŋ_2 k ə_3
不洁	b uu_4 j ie_2
不流泪的机场	b uu_4 l i əu_2 l ei_4 d ə_0 j ii_1 ch aŋ_3
不测	b uu_2 ts ə_4
不测	b uu_4 ts ə_4
不测之忧	b uu_2 ts ə_4 zh iii_1 y əu_1
不测之渊	b uu_2 ts ə_4 zh iii_1 yu an_1
不测之祸	b uu_2 ts ə_4 zh iii_1 h uɔ_4
不测之罪	b uu_2 ts ə_4 zh iii_1 z u ei_4
不济	b uu_2 j ii_4
不济事	b uu_2 j ii_4 sh iii_4
不浪漫的浪漫	b uu_2 l aŋ_4 m an_4 d ə_0 l aŋ_4 m an_4
不消	b uu_4 x i au_1
不消说	b uu_4 x i au_1 sh uɔ_1
不淑	b uu_4 sh uu_1
不淫	b uu_4 y in_2
不清不楚	b uu_4 q iŋ_1 b uu_4 ch uu_3
不清不白	b uu_4 q iŋ_1 b uu_4 b ai_2
不清楚	b uu_4 q iŋ_1 ch uu_3
不温不火	b uu_4 w ən_1 b uu_4 h uɔ_3
不满	b uu_4 m an_3
不满足	b uu_4 m an_3 z uu_2
不潮不用花钱	b uu_4 ch au_2 b uu_4 y uŋ_4 h u a_1 q i an_2
不灭	b uu_2 m ie_4
不灭传说	b uu_2 m ie_4 ch u an_2 sh uɔ_1
不灭剑体	b uu_2 m ie_4 j i an_4 t ii_3
不灭的心	b uu_2 m ie_4 d ə_0 x in_1
不灭金身	b uu_2 m ie_4 j in_1 sh ən_1
不灵	b uu_4 l iŋ_2
不烦	b uu_4 f an_2
不然	b uu_4 ʒ an_2
不然你要我怎么样	b uu_4 ʒ an_2 n ii_3 y au_4 w uɔ_3 z ən_3 m ə_0 y aŋ_4
不煽情	b uu_4 sh an_1 q iŋ_2
不熄的灯	b uu_4 x ii_1 d ə_0 d əŋ_1
不熟	b uu_2 sh əu_2
不熟	b uu_4 sh uu_2
不爱	b uu_2 ai_4
不爱了	b uu_4 ai_4 l ə_0
不爱你	b uu_2 ai_4 n ii_3
不爱我放了我	b uu_2 ai_4 w uɔ_3 f aŋ_4 l ə_0 w uɔ_3
不爱我的我不爱	b uu_2 ai_4 w uɔ_3 d ə_0 w uɔ_3 b uu_2 ai_4
不爽	b uu_4 sh u aŋ_3
不爽毫发	b uu_4 sh u aŋ_3 h au_2 f a_1
不爽累黍	b uu_4 sh u aŋ_3 l ei_4 sh uu_3
不牢	b uu_4 l au_2
不牧之地	b uu_2 m uu_4 zh iii_1 d ii_4
不特	b uu_2 t ə_4
不犯	b uu_2 f an_4
不独	b uu_4 d uu_2
不猧不魀	b uu_4 w uɔ_1 b uu_2 g a_4
不理	b uu_4 l ii_3
不理不睬	b uu_4 l ii_3 b uu_4 ts ai_3
不甘	b uu_4 g an_1
不甘后人	b uu_4 g an_1 h əu_4 ʒ ən_2
不甘寂寞	b uu_4 g an_1 j ii_4 m uɔ_4
不甘平凡	b uu_4 g an_1 p iŋ_2 f an_2
不甘心	b uu_4 g an_1 x in_1
不甘示弱	b uu_4 g an_1 sh iii_4 ʒ uɔ_4
不甘落后	b uu_4 g an_1 l uɔ_4 h əu_4
不甘雌伏	b uu_4 g an_1 ts iii_2 f uu_2
不甚了了	b uu_2 sh ən_4 l i au_2 l i au_3
不甚了了	b uu_4 sh ən_4 l i au_3 l i au_3
不生不灭	b uu_4 sh əŋ_1 b uu_2 m ie_4
不生病的智慧	b uu_4 sh əŋ_1 b iŋ_4 d ə_0 zh iii_4 h u ei_4
不用	b uu_2 y uŋ_4
不用担心	b uu_2 y uŋ_4 d an_1 x in_1
不用说	b uu_2 y uŋ_4 sh uɔ_1
不用谢	b uu_2 y uŋ_4 x ie_4
不由	b uu_4 y əu_2
不由人	b uu_4 y əu_2 ʒ ən_2
不由分说	b uu_4 y əu_2 f ən_1 sh uɔ_1
不由得	b uu_4 y əu_2 d ə_0
不由自主	b uu_4 y əu_2 z iii_4 zh uu_3
不男不女	b uu_4 n an_2 b uu_4 n yu_3
不畅	b uu_2 ch aŋ_4
不畏	b uu_2 w ei_4
不畏强暴	b uu_2 w ei_4 q i aŋ_2 b au_4
不畏强权	b uu_2 w ei_4 q i aŋ_2 q yu an_2
不畏浮云遮望眼	b uu_2 w ei_4 f uu_2 yu n_2 zh ə_1 w aŋ_4 y an_3
不畏艰险	b uu_2 w ei_4 j i an_1 x i an_3
不留	b uu_4 l i əu_2
不留余地	b uu_4 l i əu_2 yu_2 d ii_4
不留痕迹	b uu_4 l i əu_2 h ən_2 j ii_4
不疯魔	b uu_4 f əŋ_1 m uɔ_2
不疯魔不成活	b uu_4 f əŋ_1 m uɔ_2 b uu_4 ch əŋ_2 h uɔ_2
不疼不痒	b uu_4 t əŋ_2 b uu_4 y aŋ_3
不疾不徐	b uu_4 j ii_2 b uu_4 x yu_2
不痛	b uu_2 t uŋ_4
不痛不痒	b uu_2 t uŋ_4 b uu_4 y aŋ_3
不痛不痒	b uu_4 t uŋ_4 b uu_4 y aŋ_3
不痴不聋	b uu_4 ch iii_1 b uu_4 l uŋ_2
不瘟不火	b uu_4 w ən_1 b uu_4 h uɔ_3
不瘦	b uu_2 sh əu_4
不登	b uu_4 d əŋ_1
不登大雅	b uu_4 d əŋ_1 d a_4 y a_3
不登大雅之堂	b uu_4 d əŋ_1 d a_4 y a_3 zh iii_1 t aŋ_2
不白	b uu_4 b ai_2
不白之冤	b uu_4 b ai_2 zh iii_1 yu an_1
不直	b uu_4 zh iii_2
不直一文	b uu_4 zh iii_2 y ii_4 w ən_2
不相上下	b uu_4 x i aŋ_1 sh aŋ_4 x i a_4
不相下	b uu_4 x i aŋ_1 x i a_4
不相为谋	b uu_4 x i aŋ_1 w ei_2 m əu_2
不相信	b uu_4 x i aŋ_1 x in_4
不相容	b uu_4 x i aŋ_1 ʒ uŋ_2
不相干	b uu_4 x i aŋ_1 g an_1
不相得	b uu_4 x i aŋ_1 d ə_0
不相投	b uu_4 x i aŋ_1 t əu_2
不相称	b uu_4 x i aŋ_1 ch ən_4
不相能	b uu_4 x i aŋ_1 n əŋ_2
不相问闻	b uu_4 x i aŋ_1 w ən_4 w ən_2
不相闻问	b uu_4 x i aŋ_1 w ən_2 w ən_4
不省人事	b uu_4 x iŋ_3 ʒ ən_2 sh iii_4
不省得	b uu_4 x iŋ_3 d ə_0
不省心	b uu_4 x iŋ_3 x in_1
不看僧面看佛面	b uu_2 k an_4 s əŋ_1 m i an_4 k an_4 f uɔ_2 m i an_4
不眠	b uu_4 m i an_2
不眠不休	b uu_4 m i an_2 b uu_4 x i əu_1
不眠之夜	b uu_4 m i an_2 zh iii_1 y ie_4
不眠夜	b uu_4 m i an_2 y ie_4
不着	b uu_4 zh au_2
不着疼热	b uu_4 zh uɔ_2 t əŋ_2 ʒ ə_4
不着调	b uu_4 zh au_2 d i au_4
不着边际	b uu_4 zh uɔ_2 b i an_1 j ii_4
不睡觉	b uu_2 sh u ei_4 j i au_2
不瞅不睬	b uu_4 ch əu_3 b uu_4 ts ai_3
不瞬	b uu_2 sh u ən_4
不瞽不聋	b uu_4 g uu_3 b uu_4 l uŋ_2
不矜	b uu_4 j in_1
不矜不伐	b uu_4 j in_1 b uu_4 f a_2
不矜细行	b uu_4 j in_1 x ii_4 x iŋ_2
不知	b uu_4 zh iii_1
不知丁董	b uu_4 zh iii_1 d iŋ_1 d uŋ_3
不知不觉	b uu_4 zh iii_1 b uu_4 j yue_2
不知不觉爱上你	b uu_4 zh iii_1 b uu_4 j yue_2 ai_4 sh aŋ_4 n ii_3
不知不觉诱惑你	b uu_4 zh iii_1 b uu_4 j yue_2 y əu_4 h uɔ_4 n ii_3
不知世务	b uu_4 zh iii_1 sh iii_4 w uu_4
不知为不知	b uu_4 zh iii_1 w ei_2 b uu_4 zh iii_1
不知人间有羞耻事	b uu_4 zh iii_1 ʒ ən_2 j i an_1 y əu_3 x i əu_1 ch iii_3 sh iii_4
不知其二	b uu_4 zh iii_1 q ii_2 ər_4
不知其可	b uu_4 zh iii_1 q ii_2 k ə_3
不知其详	b uu_4 zh iii_1 q ii_2 x i aŋ_2
不知凡几	b uu_4 zh iii_1 f an_2 j ii_3
不知利害	b uu_4 zh iii_1 l ii_4 h ai_4
不知去向	b uu_4 zh iii_1 q yu_4 x i aŋ_4
不知天高地厚	b uu_4 zh iii_1 t i an_1 g au_1 d ii_4 h əu_4
不知头脑	b uu_4 zh iii_1 t əu_2 n au_3
不知好歹	b uu_4 zh iii_1 h au_2 d ai_3
不知好歹	b uu_4 zh iii_1 h au_3 d ai_3
不知寝食	b uu_4 zh iii_1 q in_3 sh iii_2
不知就里	b uu_4 zh iii_1 j i əu_4 l ii_3
不知心恨谁	b uu_4 zh iii_1 x in_1 h ən_4 sh u ei_2
不知所云	b uu_4 zh iii_1 s uɔ_3 yu n_2
不知所以	b uu_4 zh iii_1 s uɔ_2 y ii_3
不知所以	b uu_4 zh iii_1 s uɔ_3 y ii_3
不知所出	b uu_4 zh iii_1 s uɔ_3 ch uu_1
不知所厝	b uu_4 zh iii_1 s uɔ_3 ts uɔ_4
不知所可	b uu_4 zh iii_1 s uɔ_2 k ə_3
不知所措	b uu_4 zh iii_1 s uɔ_3 ts uɔ_4
不知所终	b uu_4 zh iii_1 s uɔ_3 zh uŋ_1
不知所言	b uu_4 zh iii_1 s uɔ_3 y an_2
不知所谓	b uu_4 zh iii_1 s uɔ_3 w ei_4
不知死活	b uu_4 zh iii_1 s iii_3 h uɔ_2
不知深浅	b uu_4 zh iii_1 sh ən_1 q i an_3
不知火	b uu_4 zh iii_1 h uɔ_3
不知火舞	b uu_4 zh iii_1 h uɔ_2 w uu_3
不知甘苦	b uu_4 zh iii_1 g an_1 k uu_3
不知疼痒	b uu_4 zh iii_1 t əŋ_2 y aŋ_3
不知痛痒	b uu_4 zh iii_1 t uŋ_4 y aŋ_3
不知端倪	b uu_4 zh iii_1 d u an_1 n ii_2
不知纪极	b uu_4 zh iii_1 j ii_4 j ii_2
不知羞耻	b uu_4 zh iii_1 x i əu_1 ch iii_3
不知老之将至	b uu_4 zh iii_1 l au_3 zh iii_1 j i aŋ_1 zh iii_4
不知者	b uu_4 zh iii_1 zh ə_3
不知肉味	b uu_4 zh iii_1 ʒ əu_4 w ei_4
不知自爱	b uu_4 zh iii_1 z iii_4 ai_4
不知薡蕫	b uu_4 zh iii_1 d iŋ_1 d uŋ_3
不知起倒	b uu_4 zh iii_1 q ii_2 d au_3
不知轻重	b uu_4 zh iii_1 q iŋ_1 zh uŋ_4
不知进退	b uu_4 zh iii_1 j in_4 t u ei_4
不知道	b uu_4 zh iii_1 d au_4
不知颠倒	b uu_4 zh iii_1 d i an_1 d au_3
不知高下	b uu_4 zh iii_1 g au_1 x i a_4
不知高低	b uu_4 zh iii_1 g au_1 d ii_1
不破不立	b uu_2 p uɔ_4 b uu_2 l ii_4
不破尚	b uu_2 p uɔ_4 sh aŋ_4
不破楼兰终不还	b uu_2 p uɔ_4 l əu_2 l an_2 zh uŋ_1 b uu_4 h u an_2
不确定	b uu_0 q yue_4 d iŋ_4
不确定	b uu_2 q yue_4 d iŋ_4
不确定	b uu_4 q yue_4 d iŋ_4
不确定度	b uu_2 q yue_4 d iŋ_4 d uu_4
不确定性	b uu_2 q yue_4 d iŋ_4 x iŋ_4
不碍	b uu_2 ai_4
不祀	b uu_2 s iii_4
不祥	b uu_4 x i aŋ_2
不祥之兆	b uu_4 x i aŋ_2 zh iii_1 zh au_4
不祧之宗	b uu_4 t i au_1 zh iii_1 z uŋ_1
不祧之祖	b uu_4 t i au_1 zh iii_1 z uu_3
不禁	b uu_4 j in_1
不禁不由	b uu_4 j in_1 b uu_4 y əu_2
不禄	b uu_2 l uu_4
不离	b uu_4 l ii_2
不离不弃	b uu_4 l ii_2 b uu_2 q ii_4
不积跬步	b uu_4 j ii_1 k u ei_3 b uu_4
不稂不莠	b uu_4 l aŋ_2 b uu_4 y əu_3
不稳	b uu_4 w ən_3
不稳定	b uu_4 w ən_3 d iŋ_4
不稳定型心绞痛	b uu_4 w ən_3 d iŋ_4 x iŋ_2 x in_1 j i au_3 t uŋ_4
不稳定性	b uu_4 w ən_3 d iŋ_4 x iŋ_4
不稼不穑	b uu_2 j i a_4 b uu_2 s ə_4
不空	b uu_4 k uŋ_1
不立文字	b uu_2 l ii_4 w ən_2 z iii_4
不竭之府	b uu_4 j ie_2 zh iii_1 f uu_3
不端	b uu_4 d u an_1
不符	b uu_4 f uu_2
不符合	b uu_4 f uu_2 h ə_2
不等	b uu_4 d əŋ_3
不等于	b uu_4 d əŋ_3 yu_2
不等你	b uu_4 d əŋ_2 n ii_3
不等号	b uu_4 d əŋ_3 h au_4
不等式	b uu_4 d əŋ_3 sh iii_4
不等边	b uu_4 d əŋ_3 b i an_1
不简单	b uu_4 j i an_3 d an_1
不算	b uu_2 s u an_4
不管	b uu_4 g u an_3
不管一二	b uu_4 g u an_3 y ii_1 ər_4
不管三七二十一	b uu_4 g u an_3 s an_1 q ii_1 ər_4 sh iii_2 y ii_1
不管不顾	b uu_4 g u an_3 b uu_2 g uu_4
不管别人怎么说	b uu_4 g u an_3 b ie_2 ʒ ən_2 z ən_3 m ə_0 sh uɔ_1
不管怎样	b uu_4 g u an_2 z ən_3 y aŋ_4
不管怎样	b uu_4 g u an_3 z ən_3 y aŋ_4
不粘锅	b uu_4 n i an_2 g uɔ_1
不系之舟	b uu_2 x ii_4 zh iii_1 zh əu_1
不系舟	b uu_2 x ii_4 zh əu_1
不紧不慢	b uu_4 j in_1 b uu_2 m an_4
不紧不慢	b uu_4 j in_3 b uu_2 m an_4
不约而同	b uu_4 yue_1 ər_2 t uŋ_2
不纯	b uu_4 ch u ən_2
不纲	b uu_4 g aŋ_1
不织布	b uu_4 zh iii_1 b uu_4
不经	b uu_4 j iŋ_1
不经一事	b uu_4 j iŋ_1 y ii_2 sh iii_4
不经世故	b uu_4 j iŋ_1 sh iii_4 g uu_4
不经之语	b uu_4 j iŋ_1 zh iii_1 yu_3
不经之说	b uu_4 j iŋ_1 zh iii_1 sh uɔ_1
不经之谈	b uu_4 j iŋ_1 zh iii_1 t an_2
不经事	b uu_4 j iŋ_1 sh iii_4
不经意	b uu_4 j iŋ_1 y ii_4
不经意间	b uu_4 j iŋ_1 y ii_4 j i an_1
不结婚	b uu_4 j ie_2 h u ən_1
不结婚的女人	b uu_4 j ie_2 h u ən_1 d ə_0 n yu_3 ʒ ən_2
不结盟	b uu_4 j ie_2 m əŋ_2
不结盟运动	b uu_4 j ie_2 m əŋ_2 yu n_4 d uŋ_4
不给	b uu_4 g ei_3
不给力	b uu_4 g ei_3 l ii_4
不绝	b uu_4 j yue_2
不绝于耳	b uu_4 j yue_2 yu_2 ər_3
不绝如发	b uu_4 j yue_2 ʒ uu_2 f a_4
不绝如带	b uu_4 j yue_2 ʒ uu_2 d ai_4
不绝如线	b uu_4 j yue_2 ʒ uu_2 x i an_4
不绝如缕	b uu_4 j yue_2 ʒ uu_2 l yu_3
不绝若线	b uu_4 j yue_2 ʒ uɔ_4 x i an_4
不置	b uu_2 zh iii_4
不置可否	b uu_2 zh iii_4 k ə_2 f əu_3
不置可否	b uu_2 zh iii_4 k ə_3 f əu_3
不置褒贬	b uu_2 zh iii_4 b au_1 b i an_3
不羁	b uu_4 j ii_1
不羁之才	b uu_4 j ii_1 zh iii_1 ts ai_2
不羁之民	b uu_4 j ii_1 zh iii_1 m in_2
不羁夜	b uu_4 j ii_1 y ie_4
不羁的心	b uu_4 j ii_1 d ə_0 x in_1
不羁的风	b uu_4 j ii_1 d ə_0 f əŋ_1
不美	b uu_4 m ei_3
不美丽	b uu_4 m ei_3 l ii_4
不羞当面	b uu_4 x i əu_1 d aŋ_1 m i an_4
不群	b uu_4 q yu n_2
不翅	b uu_2 ch iii_4
不翼而飞	b uu_2 y ii_4 ər_2 f ei_1
不老	b uu_4 l au_3
不老不死	b uu_4 l au_3 b uu_4 s iii_3
不老传说	b uu_4 l au_3 ch u an_2 sh uɔ_1
不老少	b uu_4 l au_3 sh au_4
不老屯	b uu_4 l au_3 t u ən_2
不老泉	b uu_4 l au_3 q yu an_2
不老神话	b uu_4 l au_3 sh ən_2 h u a_4
不老草	b uu_4 l au_2 ts au_3
不老青山	b uu_4 l au_3 q iŋ_1 sh an_1
不耐	b uu_2 n ai_4
不耐烦	b uu_2 n ai_4 f an_2
不耻	b uu_4 ch iii_3
不耻下问	b uu_4 ch iii_3 x i a_4 w ən_4
不耻最后	b uu_4 ch iii_3 z u ei_4 h əu_4
不耻相师	b uu_0 ch iii_0 x i aŋ_0 sh iii_0
不肖	b uu_2 x i au_4
不肖子孙	b uu_2 x i au_4 z iii_3 s u ən_1
不肯	b uu_4 k ən_3
不肯过江东	b uu_4 k ən_3 g uɔ_4 j i aŋ_1 d uŋ_1
不育	b uu_2 yu_4
不育症	b uu_2 yu_4 zh əŋ_4
不胜	b uu_2 sh əŋ_4
不胜其任	b uu_2 sh əŋ_4 q ii_2 ʒ ən_4
不胜其烦	b uu_2 sh əŋ_4 q ii_2 f an_2
不胜其烦	b uu_4 sh əŋ_4 q ii_2 f an_2
不胜其苦	b uu_2 sh əŋ_4 q ii_2 k uu_3
不胜感激	b uu_2 sh əŋ_4 g an_3 j ii_1
不胜杯杓	b uu_2 sh əŋ_4 b ei_1 sh au_2
不胜枚举	b uu_2 sh əŋ_4 m ei_2 j yu_3
不胜衣	b uu_2 sh əŋ_4 y ii_1
不胫而走	b uu_2 j iŋ_4 ər_2 z əu_3
不能	b uu_4 n əŋ_2
不能不	b uu_4 n əŋ_2 b uu_4
不能动	b uu_4 n əŋ_2 d uŋ_4
不能和你分手	b uu_4 n əŋ_2 h ə_2 n ii_3 f ən_1 sh əu_3
不能就这么死	b uu_4 n əŋ_2 j i əu_4 zh ə_4 m ə_0 s iii_3
不能忘怀	b uu_4 n əŋ_2 w aŋ_4 h u ai_2
不能忘记	b uu_4 n əŋ_2 w aŋ_4 j ii_4
不能承受的生命之轻	b uu_4 n əŋ_2 ch əŋ_2 sh əu_4 d ə_0 sh əŋ_1 m iŋ_4 zh iii_1 q iŋ_1
不能结婚的男人	b uu_4 n əŋ_2 j ie_2 h u ən_1 d ə_0 n an_2 ʒ ən_2
不能自己	b uu_4 n əŋ_2 z iii_4 j ii_3
不能自已	b uu_4 n əŋ_2 z iii_4 y ii_3
不能自拔	b uu_4 n əŋ_2 z iii_4 b a_2
不能说的秘密	b uu_4 n əŋ_2 sh uɔ_1 d ə_0 m ii_4 m ii_4
不能跟情人说的话	b uu_4 n əŋ_2 g ən_1 q iŋ_2 ʒ ən_2 sh uɔ_1 d ə_0 h u a_4
不脱	b uu_4 t uɔ_1
不腆	b uu_4 t i an_3
不腆之仪	b uu_4 t i an_3 zh iii_1 y ii_2
不腐	b uu_4 f uu_3
不臣之心	b uu_4 ch ən_2 zh iii_1 x in_1
不臧	b uu_4 z aŋ_1
不自信	b uu_2 z iii_4 x in_4
不自在	b uu_2 z iii_4 z ai_0
不自在	b uu_2 z iii_4 z ai_4
不自恋	b uu_2 z iii_4 l i an_4
不自满假	b uu_2 z iii_4 m an_2 j i a_3
不自禁	b uu_2 z iii_4 j in_1
不自量	b uu_2 z iii_4 l i aŋ_4
不自量力	b uu_2 z iii_4 l i aŋ_4 l ii_4
不至于	b uu_2 zh iii_4 yu_0
不至于	b uu_2 zh iii_4 yu_2
不致	b uu_2 zh iii_4
不舍	b uu_4 sh ə_3
不舍昼夜	b uu_4 sh ə_3 zh əu_4 y ie_4
不舞之鹤	b uu_4 w uu_3 zh iii_1 h ə_4
不良	b uu_4 l i aŋ_2
不良丈夫驯服记	b uu_4 l i aŋ_2 zh aŋ_4 f uu_0 x yu n_4 f uu_2 j ii_4
不良主妇	b uu_4 l i aŋ_2 zh uu_3 f uu_4
不良仔与眼镜妹	b uu_4 l i aŋ_2 z iii_1 yu_3 y an_3 j iŋ_4 m ei_4
不良倾向	b uu_4 l i aŋ_2 q iŋ_1 x i aŋ_4
不良分子	b uu_4 l i aŋ_2 f ən_4 z iii_3
不良品	b uu_4 l i aŋ_2 p in_3
不良嗜好	b uu_4 l i aŋ_2 sh iii_4 h au_4
不良学生	b uu_4 l i aŋ_2 x yue_2 sh əŋ_1
不良家族	b uu_4 l i aŋ_2 j i a_1 z uu_2
不良少女	b uu_4 l i aŋ_2 sh au_4 n yu_3
不良少妇	b uu_4 l i aŋ_2 sh au_4 f uu_4
不良少年	b uu_4 l i aŋ_2 sh au_4 n i an_2
不良情侣	b uu_4 l i aŋ_2 q iŋ_2 l yu_3
不良情绪	b uu_4 l i aŋ_2 q iŋ_2 x yu_4
不良教育	b uu_4 l i aŋ_2 j i au_4 yu_4
不良率	b uu_4 l i aŋ_2 l yu_4
不良男女	b uu_4 l i aŋ_2 n an_2 n yu_3
不良笑花	b uu_4 l i aŋ_2 x i au_4 h u a_1
不良蛙	b uu_4 l i aŋ_2 w a_1
不良资产	b uu_4 l i aŋ_2 z iii_1 ch an_3
不节	b uu_4 j ie_2
不花心	b uu_4 h u a_1 x in_1
不苟	b uu_4 g əu_3
不苟言笑	b uu_4 g əu_3 y an_2 x i au_4
不若	b uu_2 ʒ uɔ_4
不若相忘于江湖	b uu_4 ʒ uɔ_4 x i aŋ_1 w aŋ_4 yu_2 j i aŋ_1 h uu_2
不茶不饭	b uu_4 ch a_2 b uu_2 f an_4
不药而愈	b uu_2 y au_4 ər_2 yu_4
不莱梅	b uu_4 l ai_2 m ei_2
不获命	b uu_2 h uɔ_4 m iŋ_4
不获已	b uu_2 h uɔ_4 y ii_3
不菲	b uu_4 f ei_3
不落俗套	b uu_2 l uɔ_4 s uu_2 t au_4
不落窠臼	b uu_2 l uɔ_4 k ə_1 j i əu_4
不落窠臼	b uu_4 l uɔ_4 k ə_1 j i əu_4
不落边际	b uu_2 l uɔ_4 b i an_1 j ii_4
不蔓不支	b uu_2 m an_4 b uu_4 zh iii_1
不蔓不枝	b uu_2 m an_4 b uu_4 zh iii_1
不蔓不枝	b uu_4 m an_4 b uu_4 zh iii_1
不虔	b uu_4 q i an_2
不虚此行	b uu_4 x yu_1 ts iii_3 x iŋ_2
不虞	b uu_4 yu_2
不虞之誉	b uu_4 yu_2 zh iii_1 yu_4
不行	b uu_4 x iŋ_2
不衫不履	b uu_4 sh an_1 b uu_4 l yu_3
不衰	b uu_4 sh u ai_1
不被原谅的搜查官	b uu_4 b ei_4 yu an_2 l i aŋ_4 d ə_0 s əu_1 ch a_2 g u an_1
不装饰你的梦	b uu_4 zh u aŋ_1 sh iii_4 n ii_3 d ə_0 m əŋ_4
不要	b uu_2 y au_4
不要不要	b uu_2 y au_4 b uu_2 y au_4
不要再来伤害我	b uu_2 y au_4 z ai_4 l ai_2 sh aŋ_1 h ai_4 w uɔ_3
不要再说爱我	b uu_2 y au_4 z ai_4 sh uɔ_1 ai_4 w uɔ_3
不要告别	b uu_2 y au_4 g au_4 b ie_2
不要告诉妈妈	b uu_2 y au_4 g au_4 s uu_4 m a_1 m a_0
不要命	b uu_2 y au_4 m iŋ_4
不要和陌生人说话	b uu_2 y au_4 h ə_2 m uɔ_4 sh əŋ_1 ʒ ən_2 sh uɔ_1 h u a_4
不要哭	b uu_2 y au_4 k uu_1
不要嘲笑我们的性	b uu_2 y au_4 ch au_2 x i au_4 w uɔ_3 m ən_2 d ə_0 x iŋ_4
不要回头	b uu_2 y au_4 h u ei_2 t əu_2
不要回家	b uu_2 y au_4 h u ei_2 j i a_1
不要在我寂寞的时候说爱我	b uu_2 y au_4 z ai_4 w uɔ_3 j ii_4 m uɔ_4 d ə_0 sh iii_2 h əu_4 sh uɔ_1 ai_4 w uɔ_3
不要害怕	b uu_2 y au_4 h ai_4 p a_4
不要对我说谎	b uu_2 y au_4 d u ei_4 w uɔ_3 sh uɔ_1 h u aŋ_3
不要忘记	b uu_2 y au_4 w aŋ_4 j ii_4
不要怕	b uu_2 y au_4 p a_4
不要惊动爱情	b uu_2 y au_4 j iŋ_1 d uŋ_4 ai_4 q iŋ_2
不要惹我	b uu_2 y au_4 ʒ ə_2 w uɔ_3
不要放弃	b uu_2 y au_4 f aŋ_4 q ii_4
不要爱我	b uu_2 y au_4 ai_4 w uɔ_3
不要犹豫	b uu_2 y au_4 y əu_2 yu_4
不要用我的爱来伤害我	b uu_2 y au_4 y uŋ_4 w uɔ_3 d ii_4 ai_4 l ai_2 sh aŋ_1 h ai_4 w uɔ_3
不要离我太远	b uu_2 y au_4 l ii_2 w uɔ_3 t ai_4 yu an_3
不要紧	b uu_2 y au_4 j in_3
不要脸	b uu_2 y au_4 l i an_3
不要说	b uu_2 y au_4 sh uɔ_1
不要说话	b uu_2 y au_4 sh uɔ_1 h u a_4
不要说谎	b uu_2 y au_4 sh uɔ_1 h u aŋ_3
不要走	b uu_2 y au_4 z əu_3
不要跟陌生人说话	b uu_2 y au_4 g ən_1 m uɔ_4 sh əŋ_1 ʒ ən_2 sh uɔ_1 h u a_4
不要轻易说分手	b uu_2 y au_4 q iŋ_1 y ii_4 sh uɔ_1 f ən_1 sh əu_3
不要追究过去	b uu_2 y au_4 zh u ei_1 j i əu_1 g uɔ_4 q yu_4
不要问	b uu_2 y au_4 w ən_4
不要问我	b uu_2 y au_4 w ən_4 w uɔ_3
不要问我为什么	b uu_2 y au_4 w ən_4 w uɔ_3 w ei_4 sh ən_2 m ə_0
不要问我从哪里来	b uu_2 y au_4 w ən_4 w uɔ_3 ts uŋ_2 n a_2 l ii_3 l ai_2
不要骗我	b uu_2 y au_4 p i an_4 w uɔ_3
不见	b uu_2 j i an_4
不见不散	b uu_2 j i an_4 b uu_2 s an_4
不见了	b uu_2 j i an_4 l ə_0
不见事	b uu_2 j i an_4 sh iii_4
不见天日	b uu_2 j i an_4 t i an_1 ʒ iii_4
不见得	b uu_2 j i an_4 d ə_0
不见得	b uu_2 j i an_4 d ə_2
不见森林	b uu_2 j i an_4 s ən_1 l in_2
不见森林	b uu_4 j i an_4 s ən_1 l in_2
不见棺材不掉泪	b uu_2 j i an_4 g u an_1 ts ai_2 b uu_2 d i au_4 l ei_4
不见棺材不落泪	b uu_2 j i an_4 g u an_1 ts ai_2 b uu_2 l uɔ_4 l ei_4
不见泰山	b uu_2 j i an_4 t ai_4 sh an_1
不见泰山	b uu_4 j i an_4 t ai_4 sh an_1
不见经传	b uu_2 j i an_4 j iŋ_1 zh u an_4
不见舆薪	b uu_2 j i an_4 yu_2 x in_1
不见起	b uu_2 j i an_4 q ii_3
不见踪影	b uu_2 j i an_4 z uŋ_1 y iŋ_3
不见长安	b uu_2 j i an_4 ch aŋ_2 an_1
不规则	b uu_4 g u ei_1 z ə_2
不觉	b uu_4 j yue_2
不觉技痒	b uu_4 j yue_2 j ii_4 y aŋ_3
不觉碧山暮	b uu_4 j yue_2 b ii_4 sh an_1 m uu_4
不解	b uu_4 j ie_3
不解之仇	b uu_4 j ie_3 zh iii_1 ch əu_2
不解之缘	b uu_4 j ie_3 zh iii_1 yu an_2
不解之谜	b uu_4 j ie_3 zh iii_1 m ii_2
不解事	b uu_4 j ie_3 sh iii_4
不解风情	b uu_4 j ie_3 f əŋ_1 q iŋ_2
不言	b uu_4 y an_2
不言不语	b uu_4 y an_2 b uu_4 yu_3
不言而信	b uu_4 y an_2 ər_2 x in_4
不言而喻	b uu_4 y an_2 ər_2 yu_4
不言而谕	b uu_4 y an_2 ər_2 yu_4
不言自明	b uu_4 y an_2 z iii_4 m iŋ_2
不计	b uu_2 j ii_4
